Channel,Count,Energy (keV)
1049,260,-793.2872928176798
1050,289,-792.9857932123127
1051,292,-792.6842936069459
1052,260,-792.3827940015788
1053,247,-792.0812943962118
1054,280,-791.7797947908448
1055,253,-791.4782951854777
1056,261,-791.1767955801107
1057,264,-790.8752959747437
1058,267,-790.5737963693767
1059,242,-790.2722967640098
1060,244,-789.9707971586427
1061,243,-789.6692975532757
1062,266,-789.3677979479087
1063,239,-789.0662983425417
1064,253,-788.7647987371747
1065,237,-788.4632991318076
1066,278,-788.1617995264406
1067,238,-787.8602999210736
1068,266,-787.5588003157065
1069,226,-787.2573007103397
1070,260,-786.9558011049726
1071,252,-786.6543014996056
1072,246,-786.3528018942386
1073,264,-786.0513022888715
1074,252,-785.7498026835046
1075,281,-785.4483030781375
1076,244,-785.1468034727706
1077,266,-784.8453038674036
1078,253,-784.5438042620365
1079,263,-784.2423046566696
1080,283,-783.9408050513025
1081,254,-783.6393054459355
1082,220,-783.3378058405685
1083,286,-783.0363062352014
1084,242,-782.7348066298346
1085,245,-782.4333070244675
1086,245,-782.1318074191005
1087,236,-781.8303078137335
1088,265,-781.5288082083664
1089,263,-781.2273086029995
1090,255,-780.9258089976324
1091,267,-780.6243093922654
1092,247,-780.3228097868985
1093,234,-780.0213101815314
1094,257,-779.7198105761644
1095,249,-779.4183109707974
1096,245,-779.1168113654304
1097,251,-778.8153117600634
1098,255,-778.5138121546963
1099,230,-778.2123125493293
1100,259,-777.9108129439624
1101,245,-777.6093133385954
1102,231,-777.3078137332284
1103,253,-777.0063141278613
1104,255,-776.7048145224943
1105,275,-776.4033149171273
1106,273,-776.1018153117602
1107,261,-775.8003157063933
1108,219,-775.4988161010263
1109,234,-775.1973164956593
1110,254,-774.8958168902923
1111,217,-774.5943172849252
1112,263,-774.2928176795583
1113,257,-773.9913180741912
1114,245,-773.6898184688242
1115,221,-773.3883188634572
1116,240,-773.0868192580901
1117,259,-772.7853196527233
1118,216,-772.4838200473562
1119,218,-772.1823204419892
1120,248,-771.8808208366222
1121,241,-771.5793212312551
1122,204,-771.2778216258882
1123,258,-770.9763220205211
1124,234,-770.6748224151542
1125,234,-770.3733228097872
1126,231,-770.0718232044201
1127,186,-769.7703235990532
1128,257,-769.4688239936861
1129,230,-769.1673243883191
1130,241,-768.8658247829521
1131,236,-768.564325177585
1132,209,-768.262825572218
1133,204,-767.9613259668511
1134,208,-767.6598263614841
1135,234,-767.3583267561171
1136,202,-767.05682715075
1137,219,-766.755327545383
1138,199,-766.453827940016
1139,230,-766.1523283346489
1140,225,-765.8508287292821
1141,228,-765.549329123915
1142,210,-765.247829518548
1143,229,-764.946329913181
1144,209,-764.6448303078139
1145,209,-764.343330702447
1146,215,-764.0418310970799
1147,219,-763.7403314917129
1148,233,-763.438831886346
1149,214,-763.1373322809789
1150,236,-762.835832675612
1151,218,-762.5343330702449
1152,237,-762.2328334648779
1153,226,-761.9313338595109
1154,193,-761.6298342541438
1155,225,-761.328334648777
1156,226,-761.0268350434098
1157,209,-760.7253354380429
1158,198,-760.4238358326759
1159,208,-760.1223362273088
1160,197,-759.8208366219419
1161,219,-759.5193370165748
1162,212,-759.2178374112078
1163,206,-758.9163378058408
1164,209,-758.6148382004737
1165,216,-758.3133385951069
1166,191,-758.0118389897398
1167,197,-757.7103393843728
1168,231,-757.4088397790058
1169,205,-757.1073401736387
1170,212,-756.8058405682717
1171,218,-756.5043409629047
1172,227,-756.2028413575377
1173,216,-755.9013417521708
1174,220,-755.5998421468037
1175,209,-755.2983425414367
1176,195,-754.9968429360697
1177,214,-754.6953433307026
1178,225,-754.3938437253357
1179,217,-754.0923441199686
1180,194,-753.7908445146016
1181,201,-753.4893449092347
1182,184,-753.1878453038676
1183,179,-752.8863456985007
1184,193,-752.5848460931336
1185,204,-752.2833464877666
1186,211,-751.9818468823996
1187,182,-751.6803472770325
1188,198,-751.3788476716657
1189,207,-751.0773480662986
1190,185,-750.7758484609316
1191,207,-750.4743488555646
1192,181,-750.1728492501975
1193,195,-749.8713496448306
1194,179,-749.5698500394635
1195,182,-749.2683504340965
1196,192,-748.9668508287295
1197,195,-748.6653512233624
1198,205,-748.3638516179956
1199,213,-748.0623520126285
1200,181,-747.7608524072615
1201,198,-747.4593528018945
1202,197,-747.1578531965274
1203,215,-746.8563535911604
1204,225,-746.5548539857934
1205,186,-746.2533543804265
1206,195,-745.9518547750595
1207,191,-745.6503551696924
1208,182,-745.3488555643254
1209,200,-745.0473559589584
1210,195,-744.7458563535914
1211,188,-744.4443567482244
1212,188,-744.1428571428573
1213,207,-743.8413575374904
1214,178,-743.5398579321234
1215,196,-743.2383583267563
1216,192,-742.9368587213894
1217,182,-742.6353591160223
1218,189,-742.3338595106553
1219,186,-742.0323599052883
1220,201,-741.7308602999212
1221,224,-741.4293606945544
1222,184,-741.1278610891873
1223,212,-740.8263614838203
1224,205,-740.5248618784533
1225,185,-740.2233622730862
1226,204,-739.9218626677193
1227,196,-739.6203630623522
1228,184,-739.3188634569852
1229,200,-739.0173638516183
1230,203,-738.7158642462512
1231,213,-738.4143646408843
1232,205,-738.1128650355172
1233,195,-737.8113654301502
1234,178,-737.5098658247832
1235,190,-737.2083662194161
1236,175,-736.9068666140492
1237,206,-736.6053670086822
1238,170,-736.3038674033152
1239,188,-736.0023677979482
1240,209,-735.7008681925811
1241,208,-735.3993685872141
1242,192,-735.0978689818471
1243,203,-734.7963693764801
1244,192,-734.4948697711131
1245,202,-734.193370165746
1246,214,-733.8918705603791
1247,198,-733.5903709550121
1248,207,-733.2888713496451
1249,191,-732.9873717442781
1250,176,-732.685872138911
1251,196,-732.384372533544
1252,196,-732.082872928177
1253,218,-731.7813733228099
1254,182,-731.4798737174431
1255,194,-731.178374112076
1256,200,-730.876874506709
1257,181,-730.575374901342
1258,222,-730.2738752959749
1259,187,-729.972375690608
1260,186,-729.6708760852409
1261,182,-729.369376479874
1262,211,-729.067876874507
1263,190,-728.7663772691399
1264,219,-728.464877663773
1265,200,-728.1633780584059
1266,154,-727.8618784530389
1267,215,-727.5603788476719
1268,198,-727.2588792423048
1269,215,-726.957379636938
1270,207,-726.6558800315709
1271,180,-726.3543804262039
1272,190,-726.0528808208369
1273,194,-725.7513812154698
1274,194,-725.4498816101029
1275,200,-725.1483820047358
1276,182,-724.8468823993688
1277,177,-724.5453827940019
1278,183,-724.2438831886348
1279,183,-723.9423835832678
1280,197,-723.6408839779008
1281,207,-723.3393843725338
1282,198,-723.0378847671668
1283,173,-722.7363851617997
1284,202,-722.4348855564327
1285,189,-722.1333859510657
1286,189,-721.8318863456986
1287,179,-721.5303867403318
1288,191,-721.2288871349647
1289,219,-720.9273875295977
1290,208,-720.6258879242307
1291,205,-720.3243883188636
1292,205,-720.0228887134967
1293,186,-719.7213891081296
1294,207,-719.4198895027627
1295,211,-719.1183898973957
1296,203,-718.8168902920286
1297,198,-718.5153906866617
1298,201,-718.2138910812946
1299,191,-717.9123914759276
1300,183,-717.6108918705606
1301,183,-717.3093922651935
1302,186,-717.0078926598267
1303,177,-716.7063930544596
1304,176,-716.4048934490926
1305,205,-716.1033938437256
1306,184,-715.8018942383585
1307,201,-715.5003946329916
1308,167,-715.1988950276245
1309,166,-714.8973954222575
1310,206,-714.5958958168906
1311,179,-714.2943962115235
1312,186,-713.9928966061565
1313,210,-713.6913970007895
1314,202,-713.3898973954225
1315,191,-713.0883977900555
1316,210,-712.7868981846884
1317,200,-712.4853985793214
1318,194,-712.1838989739545
1319,191,-711.8823993685875
1320,181,-711.5808997632205
1321,181,-711.2794001578534
1322,207,-710.9779005524864
1323,191,-710.6764009471194
1324,201,-710.3749013417523
1325,203,-710.0734017363854
1326,206,-709.7719021310184
1327,204,-709.4704025256514
1328,192,-709.1689029202844
1329,189,-708.8674033149173
1330,183,-708.5659037095504
1331,198,-708.2644041041833
1332,209,-707.9629044988163
1333,188,-707.6614048934493
1334,201,-707.3599052880822
1335,176,-707.0584056827154
1336,203,-706.7569060773483
1337,194,-706.4554064719813
1338,194,-706.1539068666143
1339,183,-705.8524072612472
1340,198,-705.5509076558803
1341,203,-705.2494080505132
1342,215,-704.9479084451463
1343,194,-704.6464088397793
1344,210,-704.3449092344122
1345,194,-704.0434096290453
1346,206,-703.7419100236782
1347,212,-703.4404104183112
1348,209,-703.1389108129442
1349,204,-702.8374112075771
1350,182,-702.5359116022101
1351,167,-702.2344119968432
1352,200,-701.9329123914762
1353,217,-701.6314127861092
1354,198,-701.3299131807421
1355,223,-701.0284135753751
1356,189,-700.7269139700081
1357,196,-700.4254143646411
1358,186,-700.1239147592742
1359,173,-699.8224151539071
1360,190,-699.5209155485401
1361,167,-699.2194159431731
1362,205,-698.917916337806
1363,207,-698.6164167324391
1364,219,-698.314917127072
1365,178,-698.013417521705
1366,204,-697.711917916338
1367,189,-697.410418310971
1368,226,-697.1089187056041
1369,199,-696.807419100237
1370,198,-696.50591949487
1371,166,-696.204419889503
1372,211,-695.9029202841359
1373,194,-695.601420678769
1374,194,-695.299921073402
1375,208,-694.998421468035
1376,179,-694.696921862668
1377,207,-694.3954222573009
1378,202,-694.093922651934
1379,220,-693.7924230465669
1380,207,-693.4909234411999
1381,204,-693.1894238358329
1382,193,-692.8879242304658
1383,189,-692.586424625099
1384,200,-692.2849250197319
1385,196,-691.9834254143649
1386,184,-691.6819258089979
1387,184,-691.3804262036308
1388,204,-691.0789265982638
1389,171,-690.7774269928968
1390,194,-690.4759273875299
1391,206,-690.1744277821629
1392,211,-689.8729281767958
1393,187,-689.5714285714288
1394,206,-689.2699289660618
1395,205,-688.9684293606947
1396,224,-688.6669297553278
1397,203,-688.3654301499607
1398,194,-688.0639305445937
1399,195,-687.7624309392268
1400,206,-687.4609313338597
1401,185,-687.1594317284928
1402,198,-686.8579321231257
1403,196,-686.5564325177587
1404,203,-686.2549329123917
1405,226,-685.9534333070246
1406,194,-685.6519337016578
1407,197,-685.3504340962907
1408,208,-685.0489344909237
1409,184,-684.7474348855567
1410,209,-684.4459352801896
1411,218,-684.1444356748227
1412,193,-683.8429360694556
1413,202,-683.5414364640886
1414,177,-683.2399368587216
1415,205,-682.9384372533546
1416,215,-682.6369376479877
1417,201,-682.3354380426206
1418,201,-682.0339384372536
1419,191,-681.7324388318866
1420,209,-681.4309392265195
1421,200,-681.1294396211526
1422,198,-680.8279400157855
1423,203,-680.5264404104186
1424,215,-680.2249408050516
1425,247,-679.9234411996845
1426,191,-679.6219415943175
1427,204,-679.3204419889505
1428,185,-679.0189423835835
1429,202,-678.7174427782165
1430,192,-678.4159431728494
1431,223,-678.1144435674825
1432,213,-677.8129439621155
1433,184,-677.5114443567484
1434,211,-677.2099447513815
1435,181,-676.9084451460144
1436,185,-676.6069455406474
1437,202,-676.3054459352804
1438,219,-676.0039463299133
1439,221,-675.7024467245465
1440,204,-675.4009471191794
1441,196,-675.0994475138124
1442,204,-674.7979479084454
1443,202,-674.4964483030783
1444,218,-674.1949486977114
1445,178,-673.8934490923443
1446,189,-673.5919494869773
1447,189,-673.2904498816104
1448,212,-672.9889502762433
1449,186,-672.6874506708764
1450,208,-672.3859510655093
1451,204,-672.0844514601423
1452,216,-671.7829518547753
1453,203,-671.4814522494082
1454,191,-671.1799526440414
1455,212,-670.8784530386743
1456,182,-670.5769534333073
1457,209,-670.2754538279403
1458,204,-669.9739542225732
1459,192,-669.6724546172062
1460,222,-669.3709550118392
1461,191,-669.0694554064722
1462,195,-668.7679558011052
1463,212,-668.4664561957381
1464,199,-668.1649565903712
1465,189,-667.8634569850042
1466,184,-667.5619573796372
1467,214,-667.2604577742702
1468,203,-666.9589581689031
1469,205,-666.6574585635361
1470,201,-666.3559589581691
1471,203,-666.054459352802
1472,192,-665.7529597474352
1473,171,-665.4514601420681
1474,192,-665.1499605367011
1475,210,-664.8484609313341
1476,177,-664.546961325967
1477,191,-664.2454617206001
1478,217,-663.943962115233
1479,194,-663.642462509866
1480,184,-663.3409629044991
1481,206,-663.039463299132
1482,185,-662.7379636937651
1483,212,-662.436464088398
1484,212,-662.134964483031
1485,209,-661.833464877664
1486,236,-661.5319652722969
1487,211,-661.2304656669301
1488,213,-660.928966061563
1489,209,-660.627466456196
1490,198,-660.325966850829
1491,207,-660.0244672454619
1492,198,-659.722967640095
1493,198,-659.4214680347279
1494,182,-659.1199684293609
1495,197,-658.818468823994
1496,217,-658.5169692186269
1497,197,-658.2154696132599
1498,197,-657.9139700078929
1499,200,-657.6124704025259
1500,190,-657.3109707971589
1501,202,-657.0094711917918
1502,197,-656.7079715864248
1503,208,-656.4064719810578
1504,217,-656.1049723756909
1505,217,-655.8034727703239
1506,186,-655.5019731649568
1507,178,-655.2004735595898
1508,198,-654.8989739542228
1509,190,-654.5974743488557
1510,222,-654.2959747434888
1511,200,-653.9944751381217
1512,196,-653.6929755327548
1513,211,-653.3914759273878
1514,225,-653.0899763220207
1515,205,-652.7884767166538
1516,194,-652.4869771112867
1517,213,-652.1854775059197
1518,214,-651.8839779005527
1519,214,-651.5824782951856
1520,197,-651.2809786898188
1521,182,-650.9794790844517
1522,202,-650.6779794790847
1523,209,-650.3764798737177
1524,214,-650.0749802683506
1525,180,-649.7734806629837
1526,179,-649.4719810576166
1527,189,-649.1704814522496
1528,199,-648.8689818468827
1529,211,-648.5674822415156
1530,192,-648.2659826361487
1531,197,-647.9644830307816
1532,197,-647.6629834254146
1533,202,-647.3614838200476
1534,219,-647.0599842146805
1535,199,-646.7584846093135
1536,211,-646.4569850039466
1537,181,-646.1554853985796
1538,199,-645.8539857932126
1539,179,-645.5524861878455
1540,196,-645.2509865824785
1541,210,-644.9494869771115
1542,198,-644.6479873717444
1543,213,-644.3464877663775
1544,198,-644.0449881610105
1545,216,-643.7434885556435
1546,199,-643.4419889502765
1547,204,-643.1404893449094
1548,208,-642.8389897395425
1549,230,-642.5374901341754
1550,175,-642.2359905288084
1551,203,-641.9344909234414
1552,203,-641.6329913180743
1553,209,-641.3314917127075
1554,202,-641.0299921073404
1555,205,-640.7284925019734
1556,218,-640.4269928966064
1557,219,-640.1254932912393
1558,207,-639.8239936858724
1559,191,-639.5224940805053
1560,201,-639.2209944751384
1561,201,-638.9194948697714
1562,211,-638.6179952644043
1563,213,-638.3164956590374
1564,210,-638.0149960536703
1565,205,-637.7134964483033
1566,202,-637.4119968429363
1567,217,-637.1104972375692
1568,206,-636.8089976322022
1569,188,-636.5074980268353
1570,224,-636.2059984214683
1571,224,-635.9044988161013
1572,212,-635.6029992107342
1573,213,-635.3014996053672
1574,226,-635.0000000000002
1575,223,-634.6985003946332
1576,192,-634.3970007892663
1577,195,-634.0955011838992
1578,191,-633.7940015785322
1579,186,-633.4925019731652
1580,190,-633.1910023677981
1581,184,-632.8895027624312
1582,202,-632.5880031570641
1583,235,-632.2865035516971
1584,176,-631.9850039463302
1585,203,-631.683504340963
1586,180,-631.3820047355962
1587,211,-631.0805051302291
