Time,Count,Energy (keV)
1139,1392,-521.634446
1140,1358,-521.347444
1141,1316,-521.060442
1142,1341,-520.7734399999999
1143,1382,-520.486438
1144,1362,-520.199436
1145,1328,-519.9124340000001
1146,1431,-519.625432
1147,1350,-519.33843
1148,1366,-519.051428
1149,1365,-518.764426
1150,1398,-518.4774239999999
1151,1313,-518.190422
1152,1353,-517.90342
1153,1393,-517.6164180000001
1154,1401,-517.329416
1155,1339,-517.042414
1156,1393,-516.755412
1157,1402,-516.46841
1158,1383,-516.181408
1159,1361,-515.894406
1160,1377,-515.6074040000001
1161,1386,-515.3204020000001
1162,1357,-515.0334
1163,1431,-514.746398
1164,1294,-514.459396
1165,1406,-514.1723939999999
1166,1393,-513.885392
1167,1398,-513.59839
1168,1336,-513.3113880000001
1169,1362,-513.024386
1170,1363,-512.737384
1171,1352,-512.450382
1172,1405,-512.16338
1173,1380,-511.876378
1174,1340,-511.589376
1175,1374,-511.302374
1176,1375,-511.015372
1177,1365,-510.72837
1178,1360,-510.441368
1179,1355,-510.15436600000004
1180,1299,-509.867364
1181,1310,-509.58036200000004
1182,1322,-509.29336
1183,1351,-509.00635800000003
1184,1320,-508.719356
1185,1305,-508.43235400000003
1186,1372,-508.145352
1187,1376,-507.85835000000003
1188,1363,-507.571348
1189,1338,-507.284346
1190,1296,-506.997344
1191,1307,-506.710342
1192,1289,-506.42334
1193,1361,-506.136338
1194,1333,-505.849336
1195,1304,-505.562334
1196,1359,-505.275332
1197,1323,-504.98833
1198,1422,-504.701328
1199,1311,-504.414326
1200,1362,-504.127324
1201,1318,-503.840322
1202,1317,-503.55332
1203,1266,-503.266318
1204,1320,-502.97931600000004
1205,1329,-502.692314
1206,1349,-502.40531200000004
1207,1412,-502.11831
1208,1334,-501.83130800000004
1209,1353,-501.544306
1210,1341,-501.25730400000003
1211,1327,-500.970302
1212,1377,-500.68330000000003
1213,1377,-500.396298
1214,1363,-500.10929600000003
1215,1343,-499.822294
1216,1395,-499.535292
1217,1354,-499.24829
1218,1303,-498.961288
1219,1365,-498.674286
1220,1326,-498.387284
1221,1340,-498.100282
1222,1409,-497.81328
1223,1355,-497.526278
1224,1385,-497.239276
1225,1354,-496.952274
1226,1327,-496.665272
1227,1315,-496.37827
1228,1362,-496.091268
1229,1334,-495.80426600000004
1230,1315,-495.517264
1231,1355,-495.23026200000004
1232,1342,-494.94326
1233,1426,-494.65625800000004
1234,1274,-494.369256
1235,1371,-494.08225400000003
1236,1363,-493.795252
1237,1354,-493.50825000000003
1238,1357,-493.221248
1239,1371,-492.93424600000003
1240,1376,-492.647244
1241,1309,-492.360242
1242,1298,-492.07324
1243,1349,-491.786238
1244,1285,-491.499236
1245,1339,-491.212234
1246,1285,-490.925232
